"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"Air Asia","04/12/2019","Kolkata","Banglore","CCU → BLR","07:55 PM","10:25 PM","2h 30m","non-stop","No info",54
"Air India","06/01/2019","Delhi","Cochin","DEL → COK","02:10 PM","05:10 PM","3h","non-stop","No info",85
"Jet Airways","03/12/2019","Banglore","New Delhi","BLR → BOM → DEL","10:55 PM","10:25 AM","11h 30m","1 stop","No info",169
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","09:45 AM","24h 10m","1 stop","No info",148
"IndiGo","06/18/2019","Kolkata","Banglore","CCU → BLR","05:15 PM","07:50 PM","2h 35m","non-stop","No info",59
"Jet Airways","06/12/2019","Banglore","Delhi","BLR → DEL","08:20 AM","11:20 AM","3h","non-stop","In-flight meal not included",70
"SpiceJet","05/18/2019","Kolkata","Banglore","CCU → BLR","02:55 PM","05:25 PM","2h 30m","non-stop","No info",51
"SpiceJet","03/24/2019","Banglore","New Delhi","BLR → DEL","09:35 AM","12:30 PM","2h 55m","non-stop","No info",77
"SpiceJet","05/18/2019","Mumbai","Hyderabad","BOM → HYD","05:45 AM","07:15 AM","1h 30m","non-stop","No check-in baggage included",24
"Multiple carriers","05/27/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","09:00 PM","13h 55m","1 stop","In-flight meal not included",127
"Air India","05/12/2019","Kolkata","Banglore","CCU → BBI → BLR","09:10 AM","01:15 PM","4h 5m","1 stop","No info",110
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","06:15 PM","9h 50m","1 stop","In-flight meal not included",132
"Multiple carriers","06/27/2019","Delhi","Cochin","DEL → BOM → COK","06:15 PM","01:30 AM","7h 15m","1 stop","No info",163
"SpiceJet","05/01/2019","Kolkata","Banglore","CCU → KNU → BLR","11:35 AM","06:50 PM","7h 15m","1 stop","No info",103
"Jet Airways","03/01/2019","Banglore","New Delhi","BLR → BOM → DEL","06:40 PM","09:00 AM","14h 20m","1 stop","No info",388
"GoAir","03/24/2019","Banglore","New Delhi","BLR → DEL","08:55 PM","11:50 PM","2h 55m","non-stop","No info",70
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → DEL","11:40 AM","08:15 AM","20h 35m","1 stop","No info",150
"Jet Airways","04/24/2019","Banglore","Delhi","BLR → DEL","08:20 AM","11:20 AM","3h","non-stop","In-flight meal not included",55
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","11:30 AM","06:50 PM","7h 20m","1 stop","In-flight meal not included",73
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","04:20 PM","7h 55m","1 stop","No info",180
"Air India","06/06/2019","Delhi","Cochin","DEL → JDH → BOM → COK","12:55 PM","07:15 PM","30h 20m","2 stops","No info",154
"IndiGo","06/09/2019","Chennai","Kolkata","MAA → CCU","11:35 AM","02:00 PM","2h 25m","non-stop","No info",47
"SpiceJet","04/01/2019","Delhi","Cochin","DEL → BLR → COK","05:55 PM","10:50 PM","4h 55m","1 stop","No info",60
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → BOM → COK","05:30 PM","12:35 PM","19h 5m","1 stop","In-flight meal not included",125
"Jet Airways","03/24/2019","Kolkata","Banglore","CCU → BOM → BLR","07:45 PM","11:25 PM","27h 40m","1 stop","In-flight meal not included",122
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","09:20 AM","14h 25m","1 stop","No info",176
"Jet Airways","05/15/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","10:35 PM","27h 40m","1 stop","In-flight meal not included",132
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:10 PM","07:45 PM","24h 35m","2 stops","In-flight meal not included",108
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","12:35 PM","26h 55m","2 stops","No info",159
"Air India","06/06/2019","Kolkata","Banglore","CCU → BOM → BLR","09:25 AM","06:30 PM","9h 5m","1 stop","No info",102
"IndiGo","06/01/2019","Delhi","Cochin","DEL → COK","02:25 PM","05:40 PM","3h 15m","non-stop","No info",73
"Jet Airways","03/06/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:10 PM","06:50 PM","47h 40m","2 stops","No info",252
"Jet Airways","03/03/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","06:50 PM","11h 45m","1 stop","No info",208
"Multiple carriers","03/01/2019","Delhi","Cochin","DEL → HYD → COK","02:35 PM","10:20 PM","7h 45m","1 stop","No info",180
"Air India","05/01/2019","Mumbai","Hyderabad","BOM → HYD","06:20 AM","07:40 AM","1h 20m","non-stop","No info",44
"IndiGo","03/18/2019","Mumbai","Hyderabad","BOM → HYD","08:05 PM","09:35 PM","1h 30m","non-stop","No info",27
"IndiGo","04/24/2019","Kolkata","Banglore","CCU → BLR","09:35 AM","12:20 PM","2h 45m","non-stop","No info",59
"Jet Airways","06/09/2019","Mumbai","Hyderabad","BOM → HYD","02:55 AM","04:20 AM","1h 25m","non-stop","No info",69
"Jet Airways","03/24/2019","Mumbai","Hyderabad","BOM → HYD","07:10 AM","08:35 AM","1h 25m","non-stop","In-flight meal not included",30
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → DEL","11:40 AM","06:25 PM","6h 45m","1 stop","No info",150
"IndiGo","06/12/2019","Banglore","Delhi","BLR → DEL","10:10 PM","01:00 AM","2h 50m","non-stop","No info",42
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","04:25 AM","13h 25m","1 stop","No info",156
"Vistara","05/18/2019","Banglore","Delhi","BLR → DEL","09:00 PM","11:50 PM","2h 50m","non-stop","No info",57
"SpiceJet","05/15/2019","Banglore","Delhi","BLR → DEL","09:10 PM","12:05 AM","2h 55m","non-stop","No info",44
"SpiceJet","05/27/2019","Chennai","Kolkata","MAA → CCU","09:45 AM","12:00 PM","2h 15m","non-stop","No info",44
"IndiGo","04/21/2019","Kolkata","Banglore","CCU → BLR","03:15 PM","05:45 PM","2h 30m","non-stop","No info",64
"IndiGo","06/15/2019","Delhi","Cochin","DEL → BLR → COK","05:05 PM","10:25 PM","5h 20m","1 stop","No info",75
"Jet Airways","06/18/2019","Banglore","Delhi","BLR → DEL","03:50 PM","06:45 PM","2h 55m","non-stop","No info",98
"Air India","05/01/2019","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00 PM","11:10 AM","23h 10m","2 stops","No info",136
"Jet Airways","06/15/2019","Delhi","Cochin","DEL → NAG → BOM → COK","02:35 PM","04:25 AM","13h 50m","2 stops","No info",163
"Air India","06/12/2019","Delhi","Cochin","DEL → LKO → BOM → COK","06:30 PM","07:15 PM","24h 45m","2 stops","No info",152
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","04:25 AM","13h 25m","1 stop","In-flight meal not included",73
"IndiGo","06/15/2019","Banglore","Delhi","BLR → DEL","08:30 AM","11:20 AM","2h 50m","non-stop","No info",59
"Air India","03/21/2019","Delhi","Cochin","DEL → MAA → COK","09:45 AM","09:25 AM","23h 40m","1 stop","No info",92
"Air India","06/09/2019","Kolkata","Banglore","CCU → BOM → GOI → BLR","09:25 AM","05:35 AM","20h 10m","2 stops","No info",139
"Vistara","06/06/2019","Banglore","Delhi","BLR → DEL","07:30 PM","10:15 PM","2h 45m","non-stop","No info",62
"SpiceJet","03/27/2019","Delhi","Cochin","DEL → MAA → COK","06:10 AM","11:20 AM","5h 10m","1 stop","No info",65
"Vistara","06/12/2019","Kolkata","Banglore","CCU → DEL → BLR","07:10 AM","11:25 PM","16h 15m","1 stop","No info",105
"Jet Airways","03/06/2019","Delhi","Cochin","DEL → BHO → BOM → COK","05:40 AM","04:25 AM","22h 45m","2 stops","In-flight meal not included",211
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → DEL → BLR","05:00 PM","02:25 PM","21h 25m","1 stop","In-flight meal not included",114
"SpiceJet","03/27/2019","Kolkata","Banglore","CCU → BLR","10:20 PM","12:40 AM","2h 20m","non-stop","No info",47
"Air India","05/15/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","07:15 PM","10h 15m","1 stop","No info",102
"Multiple carriers","06/15/2019","Delhi","Cochin","DEL → BOM → COK","10:35 AM","07:00 PM","8h 25m","1 stop","No info",133
"SpiceJet","05/12/2019","Banglore","Delhi","BLR → DEL","09:30 AM","12:20 PM","2h 50m","non-stop","No info",54
"IndiGo","03/15/2019","Chennai","Kolkata","MAA → CCU","10:05 PM","12:30 AM","2h 25m","non-stop","No info",77
"Vistara","06/27/2019","Delhi","Cochin","DEL → COK","02:40 PM","05:50 PM","3h 10m","non-stop","No info",76
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","09:00 PM","11h","1 stop","No info",97
"Multiple carriers","06/15/2019","Delhi","Cochin","DEL → BOM → COK","04:55 AM","12:35 PM","7h 40m","1 stop","No info",130
"SpiceJet","03/18/2019","Mumbai","Hyderabad","BOM → HYD","10:45 PM","12:10 AM","1h 25m","non-stop","No info",25
"IndiGo","06/18/2019","Delhi","Cochin","DEL → COK","02:20 PM","05:35 PM","3h 15m","non-stop","No info",61
"Air India","03/09/2019","Delhi","Cochin","DEL → BHO → BOM → COK","05:55 AM","07:15 PM","13h 20m","2 stops","No info",229
"Jet Airways","05/01/2019","Banglore","Delhi","BLR → DEL","07:10 AM","10:10 AM","3h","non-stop","In-flight meal not included",49
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → JAI → BOM → COK","07:30 PM","12:35 PM","17h 5m","2 stops","In-flight meal not included",126
"Jet Airways","05/06/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","09:20 AM","16h 50m","1 stop","In-flight meal not included",118
"Vistara","04/15/2019","Banglore","Delhi","BLR → DEL","07:30 PM","10:15 PM","2h 45m","non-stop","No info",68
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","08:15 AM","18h 10m","1 stop","In-flight meal not included",95
"IndiGo","06/15/2019","Delhi","Cochin","DEL → HYD → COK","07:35 AM","04:10 PM","8h 35m","1 stop","No info",79
"IndiGo","05/06/2019","Mumbai","Hyderabad","BOM → HYD","07:05 PM","08:35 PM","1h 30m","non-stop","No info",34
"Air India","03/24/2019","Banglore","New Delhi","BLR → DEL","06:10 AM","08:55 AM","2h 45m","non-stop","No info",46
"Air Asia","06/12/2019","Delhi","Cochin","DEL → BLR → COK","07:55 AM","10:25 PM","14h 30m","1 stop","No info",75
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","07:00 AM","09:00 PM","14h","1 stop","No info",93
"Air India","03/03/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:45 PM","07:15 PM","23h 30m","2 stops","No info",154
"Jet Airways","05/15/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","10:35 PM","8h 30m","1 stop","No info",180
"Multiple carriers","06/27/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","01:30 AM","15h 30m","1 stop","No info",163
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → COK","11:00 AM","02:15 PM","3h 15m","non-stop","No info",117
"GoAir","03/15/2019","Banglore","New Delhi","BLR → DEL","11:40 AM","02:35 PM","2h 55m","non-stop","No info",75
"Air India","03/01/2019","Banglore","New Delhi","BLR → BOM → BHO → DEL","06:45 AM","09:25 AM","26h 40m","2 stops","2 Long layover",323
"Jet Airways","06/12/2019","Banglore","Delhi","BLR → DEL","07:10 AM","10:10 AM","3h","non-stop","In-flight meal not included",70
"SpiceJet","03/27/2019","Mumbai","Hyderabad","BOM → HYD","05:45 AM","07:05 AM","1h 20m","non-stop","No info",21
"IndiGo","06/12/2019","Delhi","Cochin","DEL → BOM → COK","05:10 PM","01:30 AM","8h 20m","1 stop","No info",72
"Air India","04/03/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",63
"IndiGo","06/27/2019","Kolkata","Banglore","CCU → BLR","08:25 PM","11:10 PM","2h 45m","non-stop","No info",59
"GoAir","06/21/2019","Banglore","Delhi","BLR → DEL","11:40 AM","02:30 PM","2h 50m","non-stop","No info",41
"Air India","05/24/2019","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00 PM","07:55 AM","19h 55m","2 stops","No info",115
"SpiceJet","06/21/2019","Kolkata","Banglore","CCU → BLR","06:55 AM","09:30 AM","2h 35m","non-stop","No check-in baggage included",47
"Jet Airways","06/27/2019","Delhi","Cochin","DEL → BOM → COK","08:55 PM","07:00 PM","22h 5m","1 stop","In-flight meal not included",125
"IndiGo","06/24/2019","Kolkata","Banglore","CCU → BLR","10:15 PM","12:50 AM","2h 35m","non-stop","No info",59
"Jet Airways","04/03/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","12:35 PM","10h 20m","1 stop","In-flight meal not included",63
"IndiGo","05/09/2019","Mumbai","Hyderabad","BOM → HYD","08:05 PM","09:40 PM","1h 35m","non-stop","No info",30
"GoAir","03/09/2019","Delhi","Cochin","DEL → AMD → COK","06:00 AM","01:20 PM","7h 20m","1 stop","No info",103
"Multiple carriers","06/24/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","09:00 PM","13h","1 stop","No info",168
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → JAI → BOM → COK","09:40 AM","04:25 AM","18h 45m","2 stops","In-flight meal not included",126
"IndiGo","05/18/2019","Delhi","Cochin","DEL → BOM → COK","05:10 PM","01:30 AM","8h 20m","1 stop","No info",86
"IndiGo","03/03/2019","Delhi","Cochin","DEL → HYD → COK","04:55 AM","04:10 PM","11h 15m","1 stop","No info",104
"Jet Airways","04/12/2019","Banglore","Delhi","BLR → DEL","07:10 AM","10:10 AM","3h","non-stop","No info",88
"Air India","03/03/2019","Banglore","New Delhi","BLR → HYD → DEL","08:15 AM","12:15 PM","4h","1 stop","No info",77
"Air India","06/09/2019","Mumbai","Hyderabad","BOM → HYD","03:00 PM","04:25 PM","1h 25m","non-stop","No info",38
"IndiGo","06/18/2019","Kolkata","Banglore","CCU → BLR","10:15 PM","12:50 AM","2h 35m","non-stop","No info",59
"Jet Airways","03/24/2019","Banglore","New Delhi","BLR → DEL","07:55 PM","10:35 PM","2h 40m","non-stop","No info",88
"SpiceJet","04/18/2019","Kolkata","Banglore","CCU → BLR","09:00 AM","11:25 AM","2h 25m","non-stop","No check-in baggage included",47
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","08:15 AM","12h 15m","1 stop","In-flight meal not included",105
"Multiple carriers","06/15/2019","Delhi","Cochin","DEL → BOM → COK","08:30 AM","07:00 PM","10h 30m","1 stop","No info",137
"Multiple carriers","03/06/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","01:20 PM","6h 15m","1 stop","No info",211
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","10:05 AM","15h 10m","1 stop","In-flight meal not included",105
"Air India","05/09/2019","Kolkata","Banglore","CCU → BOM → GOI → BLR","04:50 PM","05:35 AM","12h 45m","2 stops","No info",139
"Air India","06/01/2019","Delhi","Cochin","DEL → JAI → BOM → COK","06:45 PM","07:15 PM","24h 30m","2 stops","No info",158
"IndiGo","03/01/2019","Mumbai","Hyderabad","BOM → HYD","09:20 PM","10:45 PM","1h 25m","non-stop","No info",152
"Jet Airways","03/24/2019","Kolkata","Banglore","CCU → BOM → BLR","04:55 PM","10:35 PM","5h 40m","1 stop","In-flight meal not included",136
"IndiGo","04/18/2019","Kolkata","Banglore","CCU → BLR","09:35 AM","12:20 PM","2h 45m","non-stop","No info",69
"Multiple carriers","06/12/2019","Delhi","Cochin","DEL → BOM → COK","11:25 AM","07:00 PM","7h 35m","1 stop","No info",133
"Jet Airways","04/21/2019","Banglore","Delhi","BLR → DEL","06:00 AM","08:45 AM","2h 45m","non-stop","No info",88
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","06:15 PM","25h 45m","1 stop","In-flight meal not included",105
"Jet Airways","06/12/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","07:00 PM","13h 30m","2 stops","In-flight meal not included",126
"Air India","06/01/2019","Delhi","Cochin","DEL → AMD → BOM → COK","04:40 PM","07:15 PM","26h 35m","2 stops","No info",120
"IndiGo","06/12/2019","Kolkata","Banglore","CCU → BBI → BLR","07:10 AM","12:40 PM","5h 30m","1 stop","No info",59
"Air Asia","03/12/2019","Kolkata","Banglore","CCU → BLR","07:35 PM","10:05 PM","2h 30m","non-stop","No info",53
"Air India","05/18/2019","Delhi","Cochin","DEL → CCU → BOM → COK","06:50 AM","07:40 AM","24h 50m","2 stops","No info",166
"Jet Airways","05/15/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","07:10 PM","9h 35m","1 stop","In-flight meal not included",151
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","04:25 AM","13h 25m","1 stop","In-flight meal not included",151
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","07:00 PM","13h 30m","2 stops","In-flight meal not included",126
"Air India","05/01/2019","Kolkata","Banglore","CCU → IXR → DEL → BLR","05:50 AM","12:30 PM","30h 40m","2 stops","No info",155
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BOM → COK","10:00 PM","06:50 PM","20h 50m","1 stop","No info",149
"Jet Airways","06/12/2019","Banglore","Delhi","BLR → DEL","11:10 AM","02:05 PM","2h 55m","non-stop","In-flight meal not included",70
"IndiGo","05/21/2019","Delhi","Cochin","DEL → BOM → COK","07:30 AM","09:00 PM","13h 30m","1 stop","No info",85
"Air India","05/27/2019","Delhi","Cochin","DEL → BOM → COK","09:00 PM","07:15 PM","22h 15m","1 stop","No info",102
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","09:20 AM","19h 15m","1 stop","No info",173
"Jet Airways","03/01/2019","Banglore","New Delhi","BLR → BOM → DEL","02:05 PM","09:00 AM","18h 55m","1 stop","No info",254
"Vistara","05/01/2019","Kolkata","Banglore","CCU → DEL → BLR","07:10 AM","09:05 AM","25h 55m","1 stop","No info",103
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","06:15 PM","21h 5m","1 stop","In-flight meal not included",132
"Vistara","05/12/2019","Banglore","Delhi","BLR → DEL","09:00 PM","11:50 PM","2h 50m","non-stop","No info",57
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","08:45 PM","28h 15m","1 stop","No info",155
"Air India","04/06/2019","Delhi","Cochin","DEL → MAA → COK","06:05 AM","09:25 AM","27h 20m","1 stop","No info",55
"Jet Airways","06/09/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","07:50 PM","5h 45m","1 stop","No info",178
"SpiceJet","04/27/2019","Kolkata","Banglore","CCU → BLR","10:20 PM","12:40 AM","2h 20m","non-stop","No check-in baggage included",47
"SpiceJet","06/03/2019","Kolkata","Banglore","CCU → BLR","10:20 PM","12:40 AM","2h 20m","non-stop","No info",47
"Air India","05/01/2019","Kolkata","Banglore","CCU → BOM → COK → BLR","04:50 PM","01:45 PM","20h 55m","2 stops","No info",200
"Air India","05/24/2019","Kolkata","Banglore","CCU → BOM → AMD → BLR","09:25 AM","05:25 AM","20h","2 stops","No info",182
"Multiple carriers","06/15/2019","Delhi","Cochin","DEL → BOM → COK","10:35 AM","07:15 PM","8h 40m","1 stop","No info",105
"Air India","06/27/2019","Delhi","Cochin","DEL → AMD → BOM → COK","04:40 PM","07:15 PM","26h 35m","2 stops","No info",118
"IndiGo","05/21/2019","Kolkata","Banglore","CCU → HYD → BLR","07:20 PM","11:45 PM","4h 25m","1 stop","No info",44
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","04:20 PM","20h 20m","1 stop","In-flight meal not included",86
"IndiGo","06/21/2019","Mumbai","Hyderabad","BOM → HYD","09:10 AM","10:40 AM","1h 30m","non-stop","No info",70
"Air India","05/18/2019","Kolkata","Banglore","CCU → BOM → COK → BLR","04:50 PM","01:45 PM","20h 55m","2 stops","No info",164
"Air India","05/09/2019","Delhi","Cochin","DEL → BOM → COK","07:00 AM","07:15 PM","12h 15m","1 stop","No info",106
